#-----------------------------------------------------------------------------
#    observatories.dat
#-----------------------------------------------------------------------------
#
#    NOTE: The list must be ordered alphabetically by observatory AND
#          parameter.
#
#    Name       Name of the observatory
#
#    Parameter  Recognized observatory parameters are:
#                 antdiam      Antenna diameter (m).
#                 ellimit      Elevation limit (deg).
#                 evector      Offset angle of the feed from the local
#                              vertical (deg).
#                 ew           Positive if the telescope is an E-W array.
#                 height       Height above sea level (m).
#                 jyperk       Typical system gain (Jy/K).
#                 latitude     Observatory latitude:
#                               sgn - sign, +1 or -1
#                               deg - degree (must be positive)
#                               min - arcmin
#                               sec - arcsec
#                 longitude    Observatory longitude:
#                               sgn - sign, +1 or -1
#                               deg - degree (must be positive)
#                               min - arcmin
#                               sec - arcsec
#                 mount        Telescope mount:
#                                0: ALTAZ
#                                1: EQUATORIAL
#                                3: XYEW
#                                4: NASMYTH
#                 nants        Number of antennas normally in the array.
#                 systemp      Typical system temperature (K).
#                 subdiam      Subreflector diameter (m).
#
#    Value       Value of the parameter.
#
#    Note: there is a limit to how many entries can be stored in miriad as
#    defined by MAXPARMS in obspar.h.
#
#    History:
#    ??-jul-06 Stuart Weston - Extracted from obspar.for (Auckland University of
#		 Technology)
#    09-jun-09 Bob Sault - Add askap and ata. Correct longitude of alma.
#    18-jun-09 Bob Sault - Add EVLA.
#
# $Id$
#-----------------------------------------------------------------------------

# Atacama Large Millimeter Array - provisional.
#
# From Simon Radford:
# At the Grenoble meeting Chajnantor South was chosen as the nominal
# array center.  In 1999 November we measured this with a differential GPS:
#
#                             N            E          alt
# Chajnantor South        7453228.830  627807.166  5016.792
#
# where the coordinates are UTM (m) on the Prov. S. Am. 1956 datum which
# we use for mapping and civil construction.  This position is 544m south
# and 35m east of the NRAO container.  By long integration with a navigation
# GPS I measured the position of the NRAO container (Memos 261 312):
#
# NRAO  container         7453772      627772      5060
#
# on the same datum.  Again using this datum the latitude and longitude of
# the NRAO container are:
#
#    23deg 1'  9.42''  South    67deg 45' 11.44''  West
#
# Note these coordinates are based on the PSAm56 datum and are not the
# "astronomical" latitude and longitude.  The native datum for GPS the
# WGS84 datum is very close to the astronomical coordinate system
# determined from VLBI.  In this datum the NRAO container is at:
#
#    23deg 1' 22.42''  South    67deg 45' 17.74''  West
#
alma		antdiam		   12.0
alma		ellimit		   12.0
alma		evector		   45.0
alma		height		 5017.0
alma		jyperk		   40.7
alma		latitude	-1  23 01 22.42
alma		longitude	-1 067 45 17.74
alma		mount		ALTAZ
alma		nants		   64.0
alma		systemp		   40.0

# ASKAP
askap		antdiam		   12.0
askap		ew		    0.0
askap		latitude	-1  26 42 15.00
askap		longitude	+1 116 39 32.0 
askap		nants		   36.0
askap		systemp		   50.0

# ATA at Hat Creek.
ata		antdiam		    6.0
ata		evector		   90.0
ata		height		 1043.0
ata		latitude	+1  40 49 02.50
ata		longitude	-1 121 28 18.49
ata		mount		ALTAZ
ata		nants		   42.0

# Australia Telescope Compact Array (ATNF).
# Geodetic coordinates on WGS84 from John Reynolds refer to station 35.
atca		antdiam		   22.0
atca		ellimit		   12.0
atca		evector		   45.0
atca		ew		    1.0
atca		height		  236.87
atca		jyperk		   13.0
atca		latitude	-1  30 18 46.3849
atca		longitude	+1 149 33 00.4997
atca		mount		ALTAZ
atca		nants		    6.0
atca		subdiam		    2.8
atca		systemp		   50.0

# CARMA (Combined California Array - geometric mean of 10.4 and 6.1m).
carma		antdiam		    8.0
carma		ellimit		    5.0
carma		evector		   90.0
carma		height		 2200.0
carma		jyperk		   80.0
carma		latitude	+1  37 16 43.00
carma		longitude	-1 118 08 32.00
carma		mount		ALTAZ
carma		nants		   15.0
carma		systemp		  200.0

# Ceduna 30m dish.
# Ref: Richard Dodson 2001/05/22.
ceduna30m	antdiam		   30.0
ceduna30m	height		  161.0
ceduna30m	latitude	-1  31 52 05.04
ceduna30m	longitude	+1 133 48 36.565
ceduna30m	mount		ALTAZ
ceduna30m	nants		    1.0

# CSO (from Oliver Lay -> MCHW 20may1997 - some values need confirmation).
cso		antdiam		   10.4
cso		ellimit		    5.0
cso		evector		   90.0
cso		height		 4080.0
cso		jyperk		   60.0
cso		latitude	+1  19 49 33.8
cso		longitude	-1 155 28 46.4
cso		mount		ALTAZ
cso		nants		    2.0
cso		systemp		  500.0

# Expanded Very Large Array (NRAO).
# Copied from VLA entry.
# jyperk and Tsys values are from Rick Perley, and are appropriate for 4.8 GHz.
evla		antdiam		   25.0
evla		ellimit		    8.0
evla		height		 2124.0
evla		jyperk		    9.1
